Id,ActivityMinute,value,logId,Date
2347167796,2016-03-31 01:38:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:39:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:40:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:41:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:42:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:43:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:44:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:45:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:46:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:47:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:48:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:49:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:50:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:51:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:52:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:53:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:54:00,2,11267974466,2016-03-31
2347167796,2016-03-31 01:55:00,2,11267974466,2016-03-31
2347167796,2016-03-31 01:56:00,2,11267974466,2016-03-31
2347167796,2016-03-31 01:57:00,1,11267974466,2016-03-31
2347167796,2016-03-31 01:58:00,2,11267974466,2016-03-31
2347167796,2016-03-31 01:59:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:00:00,2,11267974466,2016-03-31
2347167796,2016-03-31 02:01:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:02:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:03:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:04:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:05:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:06:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:07:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:08:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:09:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:10:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:11:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:12:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:13:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:14:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:15:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:16:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:17:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:18:00,2,11267974466,2016-03-31
2347167796,2016-03-31 02:19:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:20:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:21:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:22:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:23:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:24:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:25:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:26:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:27:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:28:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:29:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:30:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:31:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:32:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:33:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:34:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:35:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:36:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:37:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:38:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:39:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:40:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:41:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:42:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:43:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:44:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:45:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:46:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:47:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:48:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:49:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:50:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:51:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:52:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:53:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:54:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:55:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:56:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:57:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:58:00,1,11267974466,2016-03-31
2347167796,2016-03-31 02:59:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:00:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:01:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:02:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:03:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:04:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:05:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:06:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:07:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:08:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:09:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:10:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:11:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:12:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:13:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:14:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:15:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:16:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:17:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:18:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:19:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:20:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:21:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:22:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:23:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:24:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:25:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:26:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:27:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:28:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:29:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:30:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:31:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:32:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:33:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:34:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:35:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:36:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:37:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:38:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:39:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:40:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:41:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:42:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:43:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:44:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:45:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:46:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:47:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:48:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:49:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:50:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:51:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:52:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:53:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:54:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:55:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:56:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:57:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:58:00,1,11267974466,2016-03-31
2347167796,2016-03-31 03:59:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:00:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:01:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:02:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:03:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:04:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:05:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:06:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:07:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:08:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:09:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:10:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:11:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:12:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:13:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:14:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:15:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:16:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:17:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:18:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:19:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:20:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:21:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:22:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:23:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:24:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:25:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:26:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:27:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:28:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:29:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:30:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:31:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:32:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:33:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:34:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:35:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:36:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:37:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:38:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:39:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:40:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:41:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:42:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:43:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:44:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:45:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:46:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:47:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:48:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:49:00,2,11267974466,2016-03-31
2347167796,2016-03-31 04:50:00,2,11267974466,2016-03-31
2347167796,2016-03-31 04:51:00,2,11267974466,2016-03-31
2347167796,2016-03-31 04:52:00,2,11267974466,2016-03-31
2347167796,2016-03-31 04:53:00,3,11267974466,2016-03-31
2347167796,2016-03-31 04:54:00,3,11267974466,2016-03-31
2347167796,2016-03-31 04:55:00,2,11267974466,2016-03-31
2347167796,2016-03-31 04:56:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:57:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:58:00,1,11267974466,2016-03-31
2347167796,2016-03-31 04:59:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:00:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:01:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:02:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:03:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:04:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:05:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:06:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:07:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:08:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:09:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:10:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:11:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:12:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:13:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:14:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:15:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:16:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:17:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:18:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:19:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:20:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:21:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:22:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:23:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:24:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:25:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:26:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:27:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:28:00,2,11267974466,2016-03-31
2347167796,2016-03-31 05:29:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:30:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:31:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:32:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:33:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:34:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:35:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:36:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:37:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:38:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:39:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:40:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:41:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:42:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:43:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:44:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:45:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:46:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:47:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:48:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:49:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:50:00,2,11267974466,2016-03-31
2347167796,2016-03-31 05:51:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:52:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:53:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:54:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:55:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:56:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:57:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:58:00,1,11267974466,2016-03-31
2347167796,2016-03-31 05:59:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:00:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:01:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:02:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:03:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:04:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:05:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:06:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:07:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:08:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:09:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:10:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:11:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:12:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:13:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:14:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:15:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:16:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:17:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:18:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:19:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:20:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:21:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:22:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:23:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:24:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:25:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:26:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:27:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:28:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:29:00,3,11267974466,2016-03-31
2347167796,2016-03-31 06:30:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:31:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:32:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:33:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:34:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:35:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:36:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:37:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:38:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:39:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:40:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:41:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:42:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:43:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:44:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:45:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:46:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:47:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:48:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:49:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:50:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:51:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:52:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:53:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:54:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:55:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:56:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:57:00,1,11267974466,2016-03-31
2347167796,2016-03-31 06:58:00,2,11267974466,2016-03-31
2347167796,2016-03-31 06:59:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:00:00,2,11267974466,2016-03-31
2347167796,2016-03-31 07:01:00,2,11267974466,2016-03-31
2347167796,2016-03-31 07:02:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:03:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:04:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:05:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:06:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:07:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:08:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:09:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:10:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:11:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:12:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:13:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:14:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:15:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:16:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:17:00,1,11267974466,2016-03-31
2347167796,2016-03-31 07:18:00,1,11267974466,2016-03-31
2347167796,2016-03-31 21:42:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:43:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:44:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:45:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:46:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:47:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:48:00,2,11277129330,2016-03-31
2347167796,2016-03-31 21:49:00,2,11277129330,2016-03-31
2347167796,2016-03-31 21:50:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:51:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:52:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:53:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:54:00,2,11277129330,2016-03-31
2347167796,2016-03-31 21:55:00,2,11277129330,2016-03-31
2347167796,2016-03-31 21:56:00,2,11277129330,2016-03-31
2347167796,2016-03-31 21:57:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:58:00,1,11277129330,2016-03-31
2347167796,2016-03-31 21:59:00,1,11277129330,2016-03-31
2347167796,2016-03-31 22:00:00,2,11277129330,2016-03-31
2347167796,2016-03-31 22:01:00,2,11277129330,2016-03-31
2347167796,2016-03-31 22:02:00,2,11277129330,2016-03-31
2347167796,2016-03-31 22:03:00,1,11277129330,2016-03-31
2347167796,2016-03-31 22:04:00,1,11277129330,2016-03-31
2347167796,2016-03-31 22:05:00,1,11277129330,2016-03-31
2347167796,2016-03-31 22:06:00,1,11277129330,2016-03-31
2347167796,2016-03-31 22:07:00,1,11277129330,2016-03-31
2347167796,2016-03-31 22:08:00,1,11277129330,2016-03-31
